edad,genero,nivel_educativo,ingresos_mensuales,ocupacion,interes_tema,uso_tecnologia,horas_disponibles,promociones_recibidas,matricula
53,M,Secundaria,1802.0,Empleado,4,3,8,1,1
39,M,Universitario,1593.0,Empleado,2,4,8,1,0
59,F,Técnico,1617.0,Independiente,3,3,18,0,0
43,F,Secundaria,2923.0,Empleado,1,2,4,1,0
29,F,Técnico,1630.0,Empleado,4,1,5,0,0
34,M,Técnico,1207.0,Empleado,3,2,17,0,0
31,F,Universitario,1415.0,Desempleado,1,1,0,0,0
31,F,Universitario,1579.0,Estudiante,5,3,16,0,0
51,F,Técnico,1993.0,Desempleado,4,2,13,1,0
37,F,Secundaria,1464.0,Independiente,5,5,14,1,1
28,F,Primaria,200.0,Empleado,2,4,4,0,0
33,F,Técnico,1151.0,Empleado,3,1,16,1,0
48,F,Técnico,1501.0,Independiente,4,1,20,0,0
23,F,Técnico,2543.0,Empleado,1,5,20,1,0
36,F,Secundaria,871.0,Empleado,1,5,10,1,0
54,F,Técnico,200.0,Empleado,3,4,9,1,0
21,F,Postgrado,1552.0,Empleado,5,3,16,0,0
64,F,Secundaria,2193.0,Estudiante,5,2,0,1,0
21,F,Técnico,1185.0,Empleado,4,2,4,1,0
37,M,Universitario,3406.0,Empleado,4,2,15,1,0
27,M,Universitario,3218.0,Independiente,5,3,6,0,0
41,Otro,Secundaria,1442.0,Desempleado,4,4,11,1,1
52,F,Universitario,1649.0,Empleado,5,2,7,0,0
43,F,Universitario,2595.0,Empleado,3,1,17,1,0
54,F,Primaria,1428.0,Estudiante,4,1,0,0,0
55,F,Técnico,857.0,Estudiante,5,1,19,1,0
38,F,Secundaria,2211.0,Independiente,4,5,11,0,0
57,F,Técnico,1872.0,Empleado,1,5,3,1,0
56,F,Técnico,854.0,Independiente,1,3,11,1,0
38,M,Universitario,1723.0,Empleado,2,2,0,1,0
27,M,Primaria,1372.0,Empleado,5,5,0,1,0
55,M,Técnico,1192.0,Estudiante,2,1,2,0,0
63,M,Técnico,871.0,Empleado,5,5,20,0,0
21,F,Técnico,1597.0,Empleado,4,1,11,0,0
62,M,Universitario,1287.0,Estudiante,5,2,20,1,0
37,M,Técnico,1728.0,Independiente,1,3,12,1,0
34,M,Postgrado,2156.0,Desempleado,4,4,12,1,1
24,M,Técnico,1685.0,Desempleado,1,4,20,0,0
21,F,Técnico,1699.0,Empleado,4,1,8,1,0
46,F,Universitario,1067.0,Empleado,5,5,17,1,1
31,F,Secundaria,2439.0,Empleado,5,5,0,1,0
20,M,Primaria,821.0,Empleado,1,1,5,1,0
41,M,Universitario,210.0,Estudiante,3,2,4,0,0
54,M,Técnico,643.0,Empleado,5,1,3,0,0
33,F,Universitario,2327.0,Empleado,3,2,5,0,0
21,M,Postgrado,1867.0,Empleado,4,3,2,1,0
41,F,Técnico,2550.0,Empleado,3,3,16,1,0
51,M,Técnico,442.0,Empleado,1,1,10,0,0
47,F,Técnico,3356.0,Estudiante,2,3,3,0,0
35,M,Secundaria,1273.0,Estudiante,2,5,19,0,0
36,M,Universitario,200.0,Empleado,1,2,0,1,0
48,F,Universitario,3257.0,Estudiante,2,4,3,0,0
36,M,Técnico,452.0,Empleado,1,4,2,0,0
63,M,Primaria,1182.0,Independiente,5,3,9,0,0
36,F,Secundaria,1335.0,Desempleado,3,2,0,1,0
39,F,Secundaria,1855.0,Estudiante,2,5,3,1,0
41,F,Universitario,867.0,Desempleado,5,4,18,1,1
62,M,Primaria,2331.0,Empleado,2,5,0,0,0
29,M,Universitario,2103.0,Independiente,4,5,15,1,1
47,M,Universitario,1515.0,Empleado,1,4,18,0,0
55,M,Universitario,2559.0,Empleado,1,4,19,1,0
48,F,Técnico,1446.0,Desempleado,5,3,20,0,0
53,F,Universitario,1279.0,Independiente,4,2,17,0,0
36,M,Universitario,3098.0,Empleado,3,1,1,1,0
65,F,Universitario,1737.0,Empleado,4,2,5,0,0
62,M,Técnico,711.0,Estudiante,4,1,20,0,0
53,F,Técnico,820.0,Empleado,3,4,0,1,0
47,M,Universitario,1515.0,Desempleado,3,5,18,1,0
50,M,Secundaria,200.0,Independiente,4,2,4,1,0
35,F,Técnico,994.0,Independiente,2,5,1,1,0
45,F,Postgrado,1420.0,Estudiante,2,2,0,1,0
64,F,Primaria,1366.0,Empleado,4,2,15,1,0
28,M,Secundaria,494.0,Empleado,2,5,20,1,0
62,M,Secundaria,1141.0,Estudiante,3,3,1,1,0
50,F,Universitario,2444.0,Estudiante,3,4,3,0,0
34,M,Secundaria,2279.0,Independiente,2,3,2,0,0
23,F,Universitario,1576.0,Empleado,3,3,16,1,0
21,M,Primaria,1445.0,Empleado,1,2,14,1,0
37,F,Primaria,1371.0,Empleado,3,4,9,1,0
65,F,Universitario,1689.0,Estudiante,4,2,11,0,0
64,M,Secundaria,1582.0,Empleado,5,1,11,0,0
44,F,Postgrado,1759.0,Empleado,2,2,19,0,0
32,F,Primaria,1901.0,Empleado,2,5,6,0,0
23,M,Técnico,531.0,Empleado,3,2,9,1,0
64,F,Secundaria,1252.0,Empleado,3,1,4,1,0
31,F,Técnico,1658.0,Independiente,5,2,19,1,0
28,M,Postgrado,727.0,Empleado,5,1,19,1,0
56,M,Universitario,961.0,Empleado,4,4,10,1,1
26,M,Primaria,1326.0,Empleado,1,2,1,1,0
43,F,Técnico,1365.0,Estudiante,4,1,15,1,0
33,F,Universitario,1673.0,Estudiante,2,4,11,1,0
22,F,Secundaria,822.0,Independiente,3,5,15,1,0
27,Otro,Secundaria,2274.0,Independiente,4,3,3,1,0
20,F,Postgrado,1358.0,Empleado,3,1,1,1,0
30,F,Postgrado,1616.0,Independiente,3,5,9,1,0
60,M,Postgrado,1204.0,Estudiante,4,4,12,1,1
47,F,Universitario,1689.0,Empleado,4,5,18,1,1
62,M,Universitario,2837.0,Desempleado,5,2,14,1,0
23,F,Secundaria,1197.0,Estudiante,1,3,0,0,0
34,M,Secundaria,1064.0,Independiente,5,1,16,0,0
62,M,Primaria,836.0,Empleado,1,4,19,1,0
36,M,Universitario,1452.0,Estudiante,4,3,3,0,0
59,M,Universitario,1443.0,Empleado,1,4,19,1,0
52,F,Universitario,1541.0,Empleado,2,5,8,0,0
63,M,Postgrado,1875.0,Independiente,5,4,5,0,0
43,F,Universitario,1774.0,Empleado,5,4,2,1,0
22,F,Postgrado,1482.0,Independiente,5,5,1,1,0
46,F,Secundaria,3063.0,Empleado,3,5,17,1,0
54,M,Universitario,2053.0,Empleado,3,3,18,0,0
37,M,Técnico,629.0,Empleado,4,1,6,1,0
38,F,Secundaria,264.0,Empleado,4,5,2,1,0
27,F,Postgrado,943.0,Empleado,3,3,17,0,0
22,M,Universitario,1622.0,Estudiante,5,4,19,0,0
53,M,Secundaria,876.0,Empleado,3,4,19,1,0
23,M,Primaria,998.0,Empleado,1,2,18,0,0
43,F,Universitario,1521.0,Empleado,5,5,8,1,1
21,M,Universitario,1226.0,Estudiante,3,3,15,0,0
56,F,Postgrado,200.0,Empleado,4,3,5,1,1
56,F,Secundaria,2362.0,Empleado,3,1,20,0,0
52,M,Primaria,2176.0,Empleado,2,3,11,1,0
18,Otro,Secundaria,472.0,Empleado,3,5,5,1,0
41,F,Primaria,1546.0,Empleado,5,3,12,0,0
53,F,Primaria,607.0,Independiente,3,2,4,1,0
23,F,Postgrado,1013.0,Estudiante,4,4,12,1,1
58,F,Técnico,1889.0,Empleado,1,4,19,1,0
63,F,Técnico,2148.0,Estudiante,2,3,6,1,0
61,M,Primaria,2129.0,Estudiante,5,3,11,0,0
48,M,Secundaria,1696.0,Estudiante,4,3,20,1,1
37,M,Universitario,2520.0,Estudiante,2,3,3,1,0
41,M,Universitario,1012.0,Estudiante,3,2,4,1,0
42,M,Universitario,1189.0,Empleado,2,5,15,1,0
53,M,Técnico,200.0,Empleado,1,2,3,0,0
38,M,Secundaria,1426.0,Empleado,2,2,7,0,0
47,F,Técnico,1964.0,Estudiante,2,2,15,1,0
41,F,Secundaria,1728.0,Empleado,3,4,7,1,0
61,F,Universitario,1001.0,Empleado,3,2,16,0,0
59,F,Secundaria,2176.0,Empleado,5,3,13,0,0
47,F,Universitario,1441.0,Estudiante,3,2,11,1,0
39,F,Secundaria,2113.0,Independiente,2,3,2,0,0
45,M,Universitario,1889.0,Empleado,1,5,19,0,0
24,M,Postgrado,2640.0,Empleado,3,4,1,0,0
52,F,Universitario,1771.0,Independiente,5,5,12,1,1
45,F,Técnico,1988.0,Desempleado,5,5,20,1,1
31,F,Postgrado,1439.0,Empleado,2,4,10,1,0
27,M,Universitario,1098.0,Empleado,3,3,11,1,0
33,M,Secundaria,1893.0,Estudiante,3,3,17,0,0
33,F,Secundaria,2702.0,Empleado,5,3,8,0,0
48,F,Universitario,1007.0,Empleado,3,4,6,1,0
59,M,Universitario,1301.0,Independiente,2,2,5,0,0
42,M,Secundaria,1521.0,Empleado,1,1,13,1,0
30,F,Secundaria,2048.0,Empleado,2,2,17,1,0
23,F,Postgrado,1776.0,Empleado,3,2,13,0,0
61,M,Secundaria,2230.0,Estudiante,2,5,4,1,0
26,F,Técnico,3079.0,Empleado,4,1,19,1,0
62,M,Primaria,989.0,Independiente,4,3,12,1,0
53,M,Universitario,1988.0,Estudiante,3,2,0,0,0
60,F,Primaria,1757.0,Estudiante,3,4,11,0,0
37,M,Universitario,1515.0,Independiente,1,2,18,1,0
35,F,Primaria,1985.0,Independiente,2,3,9,1,0
60,F,Universitario,1287.0,Estudiante,1,2,4,0,0
38,F,Universitario,1758.0,Estudiante,3,5,19,1,0
21,M,Técnico,456.0,Estudiante,3,5,5,1,0
50,M,Técnico,1069.0,Independiente,5,2,11,1,0
44,M,Técnico,2338.0,Empleado,1,5,20,0,0
24,F,Secundaria,2307.0,Empleado,3,4,2,0,0
